Step,Time_stamp,Bacteria_Count,Glucose_Count,Metabolite_Count,Growth_Rate,Average_ATP,Min_ATP,Max_ATP,Total_ATP,ATP_StdDev,Total_Metabolites_Produced,Avg_Metabolites_Per_Bacteria,Avg_Metabolite_Concentration,Avg_Bacteria_X,Avg_Bacteria_Y,Bacteria_Spatial_Std,Avg_Glucose_X,Avg_Glucose_Y,Glucose_Spatial_Std,Glucose_Per_Bacteria,ATP_Per_Glucose,Metabolites_Per_Glucose,ATP_Per_Bacteria,Metabolites_Per_Bacteria
122,2025-06-20 12:06:33.402036,27,74,1218,1.000,67.26,66.50,87.00,1816.00,3.87,486,18.00,0.199,0.000011,0.000010,0.000010,0.000011,0.000010,0.000013,2.74,24.54,16.46,67.26,18.00
123,2025-06-20 12:06:33.402279,26,71,1218,0.963,66.79,66.00,86.50,1736.50,3.94,468,18.00,0.199,0.000011,0.000011,0.000010,0.000011,0.000009,0.000012,2.73,24.46,17.15,66.79,18.00
124,2025-06-20 12:06:33.402513,26,69,1218,1.000,66.29,65.50,86.00,1723.50,3.94,468,18.00,0.198,0.000011,0.000011,0.000010,0.000010,0.000008,0.000012,2.65,24.98,17.65,66.29,18.00
125,2025-06-20 12:06:33.402742,24,66,1218,0.923,65.85,65.00,85.50,1580.50,4.10,432,18.00,0.197,0.000010,0.000011,0.000009,0.000010,0.000007,0.000012,2.75,23.95,18.45,65.85,18.00
126,2025-06-20 12:06:33.402974,23,64,1218,0.958,64.50,64.50,64.50,1483.50,0.00,414,18.00,0.197,0.000010,0.000011,0.000010,0.000010,0.000007,0.000012,2.78,23.18,19.03,64.50,18.00
127,2025-06-20 12:06:33.403288,22,56,1218,0.957,64.00,64.00,64.00,1408.00,0.00,396,18.00,0.196,0.000010,0.000011,0.000009,0.000010,0.000008,0.000012,2.55,25.14,21.75,64.00,18.00
128,2025-06-20 12:06:33.403532,22,54,1218,1.000,63.50,63.50,63.50,1397.00,0.00,396,18.00,0.195,0.000010,0.000011,0.000009,0.000010,0.000008,0.000013,2.45,25.87,22.56,63.50,18.00
129,2025-06-20 12:06:33.403764,22,52,1218,1.000,63.00,63.00,63.00,1386.00,0.00,396,18.00,0.194,0.000010,0.000011,0.000009,0.000009,0.000008,0.000013,2.36,26.65,23.42,63.00,18.00
130,2025-06-20 12:06:33.403989,21,51,1218,0.955,62.50,62.50,62.50,1312.50,0.00,378,18.00,0.194,0.000010,0.000011,0.000009,0.000009,0.000008,0.000013,2.43,25.74,23.88,62.50,18.00
131,2025-06-20 12:06:33.404235,21,48,1218,1.000,62.00,62.00,62.00,1302.00,0.00,378,18.00,0.193,0.000010,0.000011,0.000009,0.000009,0.000009,0.000014,2.29,27.12,25.38,62.00,18.00
132,2025-06-20 12:06:33.404463,21,48,1218,1.000,61.50,61.50,61.50,1291.50,0.00,378,18.00,0.192,0.000010,0.000011,0.000009,0.000009,0.000009,0.000013,2.29,26.91,25.38,61.50,18.00
133,2025-06-20 12:06:33.404721,21,47,1218,1.000,61.00,61.00,61.00,1281.00,0.00,378,18.00,0.192,0.000010,0.000011,0.000009,0.000010,0.000009,0.000013,2.24,27.26,25.91,61.00,18.00
134,2025-06-20 12:06:33.404957,21,45,1218,1.000,60.50,60.50,60.50,1270.50,0.00,378,18.00,0.191,0.000010,0.000011,0.000009,0.000010,0.000008,0.000014,2.14,28.23,27.07,60.50,18.00
135,2025-06-20 12:06:33.405192,20,44,1218,0.952,60.00,60.00,60.00,1200.00,0.00,360,18.00,0.190,0.000010,0.000011,0.000009,0.000011,0.000008,0.000012,2.20,27.27,27.68,60.00,18.00
136,2025-06-20 12:06:33.405419,20,43,1218,1.000,59.50,59.50,59.50,1190.00,0.00,360,18.00,0.190,0.000010,0.000011,0.000009,0.000010,0.000008,0.000012,2.15,27.67,28.33,59.50,18.00
137,2025-06-20 12:06:33.405642,19,41,1218,0.950,59.00,59.00,59.00,1121.00,0.00,342,18.00,0.189,0.000010,0.000010,0.000009,0.000010,0.000009,0.000013,2.16,27.34,29.71,59.00,18.00
138,2025-06-20 12:06:33.405863,19,40,1218,1.000,58.50,58.50,58.50,1111.50,0.00,342,18.00,0.188,0.000010,0.000010,0.000009,0.000010,0.000009,0.000012,2.11,27.79,30.45,58.50,18.00
139,2025-06-20 12:06:33.406098,19,40,1218,1.000,58.00,58.00,58.00,1102.00,0.00,342,18.00,0.188,0.000010,0.000011,0.000009,0.000010,0.000009,0.000013,2.11,27.55,30.45,58.00,18.00
140,2025-06-20 12:06:33.406328,19,63,1218,1.000,57.50,57.50,57.50,1092.50,0.00,342,18.00,0.187,0.000010,0.000011,0.000009,0.000011,0.000011,0.000012,3.32,17.34,19.33,57.50,18.00
141,2025-06-20 12:06:33.406553,19,60,1218,1.000,57.00,57.00,57.00,1083.00,0.00,342,18.00,0.186,0.000010,0.000011,0.000009,0.000011,0.000011,0.000012,3.16,18.05,20.30,57.00,18.00
142,2025-06-20 12:06:33.406789,19,60,1218,1.000,56.50,56.50,56.50,1073.50,0.00,342,18.00,0.186,0.000010,0.000011,0.000009,0.000010,0.000010,0.000013,3.16,17.89,20.30,56.50,18.00
143,2025-06-20 12:06:33.407014,19,56,1218,1.000,56.00,56.00,56.00,1064.00,0.00,342,18.00,0.185,0.000010,0.000011,0.000009,0.000010,0.000009,0.000013,2.95,19.00,21.75,56.00,18.00
144,2025-06-20 12:06:33.407258,19,53,1218,1.000,55.50,55.50,55.50,1054.50,0.00,342,18.00,0.184,0.000010,0.000011,0.000009,0.000010,0.000008,0.000013,2.79,19.90,22.98,55.50,18.00
145,2025-06-20 12:06:33.407486,19,53,1218,1.000,55.00,55.00,55.00,1045.00,0.00,342,18.00,0.184,0.000010,0.000011,0.000009,0.000010,0.000007,0.000012,2.79,19.72,22.98,55.00,18.00
146,2025-06-20 12:06:33.407712,19,50,1218,1.000,54.50,54.50,54.50,1035.50,0.00,342,18.00,0.183,0.000010,0.000011,0.000009,0.000010,0.000006,0.000012,2.63,20.71,24.36,54.50,18.00
147,2025-06-20 12:06:33.407934,19,47,1218,1.000,54.00,54.00,54.00,1026.00,0.00,342,18.00,0.182,0.000010,0.000011,0.000009,0.000011,0.000006,0.000011,2.47,21.83,25.91,54.00,18.00
148,2025-06-20 12:06:33.408168,19,44,1218,1.000,53.50,53.50,53.50,1016.50,0.00,342,18.00,0.182,0.000010,0.000010,0.000009,0.000011,0.000007,0.000012,2.32,23.10,27.68,53.50,18.00
149,2025-06-20 12:06:33.408391,19,43,1218,1.000,53.00,53.00,53.00,1007.00,0.00,342,18.00,0.181,0.000010,0.000010,0.000009,0.000011,0.000007,0.000012,2.26,23.42,28.33,53.00,18.00
150,2025-06-20 12:06:33.408611,19,44,1218,1.000,52.50,52.50,52.50,997.50,0.00,342,18.00,0.180,0.000010,0.000010,0.000009,0.000011,0.000008,0.000012,2.32,22.67,27.68,52.50,18.00
151,2025-06-20 12:06:33.408833,18,42,1218,0.947,52.00,52.00,52.00,936.00,0.00,324,18.00,0.180,0.000010,0.000010,0.000009,0.000010,0.000008,0.000011,2.33,22.29,29.00,52.00,18.00
152,2025-06-20 12:06:33.409061,18,41,1218,1.000,51.50,51.50,51.50,927.00,0.00,324,18.00,0.179,0.000010,0.000010,0.000009,0.000009,0.000007,0.000012,2.28,22.61,29.71,51.50,18.00
153,2025-06-20 12:06:33.409289,18,40,1218,1.000,51.00,51.00,51.00,918.00,0.00,324,18.00,0.178,0.000010,0.000010,0.000009,0.000008,0.000006,0.000012,2.22,22.95,30.45,51.00,18.00
154,2025-06-20 12:06:33.409517,18,38,1218,1.000,50.50,50.50,50.50,909.00,0.00,324,18.00,0.178,0.000010,0.000010,0.000009,0.000008,0.000007,0.000012,2.11,23.92,32.05,50.50,18.00
155,2025-06-20 12:06:33.409737,18,35,1218,1.000,50.00,50.00,50.00,900.00,0.00,324,18.00,0.177,0.000011,0.000010,0.000009,0.000009,0.000008,0.000012,1.94,25.71,34.80,50.00,18.00
156,2025-06-20 12:06:33.409961,17,36,1218,0.944,49.50,49.50,49.50,841.50,0.00,306,18.00,0.176,0.000011,0.000010,0.000009,0.000009,0.000008,0.000012,2.12,23.37,33.83,49.50,18.00
157,2025-06-20 12:06:33.410203,16,35,1218,0.941,49.00,49.00,49.00,784.00,0.00,288,18.00,0.176,0.000010,0.000011,0.000008,0.000010,0.000009,0.000013,2.19,22.40,34.80,49.00,18.00
158,2025-06-20 12:06:33.410428,13,35,1218,0.812,48.50,48.50,48.50,630.50,0.00,234,18.00,0.175,0.000010,0.000010,0.000008,0.000010,0.000010,0.000013,2.69,18.01,34.80,48.50,18.00
159,2025-06-20 12:06:33.410644,11,36,1218,0.846,48.00,48.00,48.00,528.00,0.00,198,18.00,0.175,0.000010,0.000011,0.000007,0.000010,0.000010,0.000013,3.27,14.67,33.83,48.00,18.00
160,2025-06-20 12:06:33.410868,11,58,1218,1.000,47.50,47.50,47.50,522.50,0.00,198,18.00,0.174,0.000010,0.000011,0.000007,0.000009,0.000013,0.000012,5.27,9.01,21.00,47.50,18.00
161,2025-06-20 12:06:33.411097,9,59,1218,0.818,47.00,47.00,47.00,423.00,0.00,162,18.00,0.173,0.000009,0.000011,0.000006,0.000010,0.000012,0.000013,6.56,7.17,20.64,47.00,18.00
162,2025-06-20 12:06:33.411320,9,59,1218,1.000,46.50,46.50,46.50,418.50,0.00,162,18.00,0.173,0.000009,0.000011,0.000006,0.000011,0.000010,0.000012,6.56,7.09,20.64,46.50,18.00
163,2025-06-20 12:06:33.411541,7,58,1218,0.778,46.00,46.00,46.00,322.00,0.00,126,18.00,0.172,0.000009,0.000011,0.000005,0.000011,0.000009,0.000012,8.29,5.55,21.00,46.00,18.00
164,2025-06-20 12:06:33.411755,6,58,1218,0.857,45.50,45.50,45.50,273.00,0.00,108,18.00,0.171,0.000009,0.000011,0.000006,0.000010,0.000008,0.000012,9.67,4.71,21.00,45.50,18.00
165,2025-06-20 12:06:33.411969,5,55,1218,0.833,45.00,45.00,45.00,225.00,0.00,90,18.00,0.171,0.000008,0.000012,0.000005,0.000010,0.000008,0.000013,11.00,4.09,22.15,45.00,18.00
166,2025-06-20 12:06:33.412210,4,53,1218,0.800,44.50,44.50,44.50,178.00,0.00,72,18.00,0.170,0.000008,0.000013,0.000005,0.000009,0.000008,0.000013,13.25,3.36,22.98,44.50,18.00
167,2025-06-20 12:06:33.412439,3,53,1218,0.750,44.00,44.00,44.00,132.00,0.00,54,18.00,0.170,0.000008,0.000012,0.000006,0.000010,0.000007,0.000013,17.67,2.49,22.98,44.00,18.00
168,2025-06-20 12:06:33.412663,2,49,1218,0.667,43.50,43.50,43.50,87.00,0.00,36,18.00,0.169,0.000009,0.000010,0.000005,0.000011,0.000008,0.000013,24.50,1.78,24.86,43.50,18.00
169,2025-06-20 12:06:33.412880,2,49,1218,1.000,43.00,43.00,43.00,86.00,0.00,36,18.00,0.168,0.000010,0.000011,0.000005,0.000011,0.000008,0.000013,24.50,1.76,24.86,43.00,18.00
170,2025-06-20 12:06:33.413092,2,48,1218,1.000,42.50,42.50,42.50,85.00,0.00,36,18.00,0.168,0.000010,0.000010,0.000005,0.000010,0.000007,0.000012,24.00,1.77,25.38,42.50,18.00
171,2025-06-20 12:06:33.413303,2,46,1218,1.000,42.00,42.00,42.00,84.00,0.00,36,18.00,0.167,0.000010,0.000010,0.000006,0.000009,0.000008,0.000012,23.00,1.83,26.48,42.00,18.00
172,2025-06-20 12:06:33.413514,2,43,1218,1.000,41.50,41.50,41.50,83.00,0.00,36,18.00,0.167,0.000010,0.000011,0.000005,0.000009,0.000009,0.000012,21.50,1.93,28.33,41.50,18.00
173,2025-06-20 12:06:33.413747,2,41,1218,1.000,41.00,41.00,41.00,82.00,0.00,36,18.00,0.166,0.000009,0.000011,0.000005,0.000009,0.000010,0.000012,20.50,2.00,29.71,41.00,18.00
174,2025-06-20 12:06:33.413959,2,42,1218,1.000,40.50,40.50,40.50,81.00,0.00,36,18.00,0.165,0.000009,0.000011,0.000004,0.000010,0.000009,0.000013,21.00,1.93,29.00,40.50,18.00
175,2025-06-20 12:06:33.414172,2,42,1218,1.000,40.00,40.00,40.00,80.00,0.00,36,18.00,0.165,0.000009,0.000011,0.000005,0.000011,0.000007,0.000012,21.00,1.90,29.00,40.00,18.00
176,2025-06-20 12:06:33.414388,2,42,1218,1.000,39.50,39.50,39.50,79.00,0.00,36,18.00,0.164,0.000009,0.000012,0.000005,0.000011,0.000007,0.000012,21.00,1.88,29.00,39.50,18.00
177,2025-06-20 12:06:33.414650,1,41,1218,0.500,39.00,39.00,39.00,39.00,0.00,18,18.00,0.164,0.000006,0.000014,0.000000,0.000011,0.000007,0.000013,41.00,0.95,29.71,39.00,18.00
178,2025-06-20 12:06:33.414874,1,42,1218,1.000,38.50,38.50,38.50,38.50,0.00,18,18.00,0.163,0.000007,0.000014,0.000000,0.000010,0.000007,0.000013,42.00,0.92,29.00,38.50,18.00
