Step,Time_stamp,Bacteria_Count,Glucose_Count,Metabolite_Count,Growth_Rate,Average_ATP,Min_ATP,Max_ATP,Total_ATP,ATP_StdDev,Total_Metabolites_Produced,Avg_Metabolites_Per_Bacteria,Avg_Metabolite_Concentration,Avg_Bacteria_X,Avg_Bacteria_Y,Bacteria_Spatial_Std,Avg_Glucose_X,Avg_Glucose_Y,Glucose_Spatial_Std,Glucose_Per_Bacteria,ATP_Per_Glucose,Metabolites_Per_Glucose,ATP_Per_Bacteria,Metabolites_Per_Bacteria
123,2025-06-20 11:56:43.921001,21,85,808,1.000,66.67,66.00,80.00,1400.00,2.98,378,18.00,0.199,0.000011,0.000010,0.000011,0.000010,0.000010,0.000013,4.05,16.47,9.51,66.67,18.00
124,2025-06-20 11:56:43.921156,21,82,808,1.000,66.17,65.50,79.50,1389.50,2.98,378,18.00,0.198,0.000011,0.000010,0.000011,0.000010,0.000008,0.000013,3.90,16.95,9.85,66.17,18.00
125,2025-06-20 11:56:43.921308,21,77,808,1.000,65.67,65.00,79.00,1379.00,2.98,378,18.00,0.198,0.000011,0.000010,0.000011,0.000010,0.000008,0.000011,3.67,17.91,10.49,65.67,18.00
126,2025-06-20 11:56:43.921459,21,74,808,1.000,65.17,64.50,78.50,1368.50,2.98,378,18.00,0.197,0.000011,0.000010,0.000011,0.000010,0.000008,0.000013,3.52,18.49,10.92,65.17,18.00
127,2025-06-20 11:56:43.921612,21,74,808,1.000,64.67,64.00,78.00,1358.00,2.98,378,18.00,0.196,0.000010,0.000010,0.000011,0.000010,0.000007,0.000012,3.52,18.35,10.92,64.67,18.00
128,2025-06-20 11:56:43.921779,20,66,808,0.952,64.20,63.50,77.50,1284.00,3.05,360,18.00,0.196,0.000011,0.000011,0.000011,0.000010,0.000007,0.000012,3.30,19.45,12.24,64.20,18.00
129,2025-06-20 11:56:43.921929,20,61,808,1.000,63.70,63.00,77.00,1274.00,3.05,360,18.00,0.195,0.000011,0.000011,0.000011,0.000010,0.000007,0.000012,3.05,20.89,13.25,63.70,18.00
130,2025-06-20 11:56:43.922082,20,60,808,1.000,63.20,62.50,76.50,1264.00,3.05,360,18.00,0.194,0.000011,0.000011,0.000011,0.000010,0.000007,0.000012,3.00,21.07,13.47,63.20,18.00
131,2025-06-20 11:56:43.922232,20,53,808,1.000,62.70,62.00,76.00,1254.00,3.05,360,18.00,0.194,0.000011,0.000011,0.000011,0.000011,0.000008,0.000013,2.65,23.66,15.25,62.70,18.00
132,2025-06-20 11:56:43.922378,20,52,808,1.000,62.20,61.50,75.50,1244.00,3.05,360,18.00,0.193,0.000011,0.000011,0.000010,0.000011,0.000008,0.000012,2.60,23.92,15.54,62.20,18.00
133,2025-06-20 11:56:43.922525,20,50,808,1.000,61.70,61.00,75.00,1234.00,3.05,360,18.00,0.192,0.000011,0.000011,0.000011,0.000009,0.000009,0.000012,2.50,24.68,16.16,61.70,18.00
134,2025-06-20 11:56:43.922680,19,49,808,0.950,61.24,60.50,74.50,1163.50,3.13,342,18.00,0.191,0.000011,0.000011,0.000011,0.000008,0.000008,0.000013,2.58,23.74,16.49,61.24,18.00
135,2025-06-20 11:56:43.922854,19,49,808,1.000,60.74,60.00,74.00,1154.00,3.13,342,18.00,0.191,0.000011,0.000011,0.000011,0.000008,0.000009,0.000013,2.58,23.55,16.49,60.74,18.00
136,2025-06-20 11:56:43.923010,19,48,808,1.000,60.24,59.50,73.50,1144.50,3.13,342,18.00,0.190,0.000011,0.000011,0.000011,0.000010,0.000009,0.000013,2.53,23.84,16.83,60.24,18.00
137,2025-06-20 11:56:43.923176,18,46,808,0.947,59.78,59.00,73.00,1076.00,3.21,324,18.00,0.189,0.000011,0.000011,0.000011,0.000010,0.000009,0.000013,2.56,23.39,17.57,59.78,18.00
138,2025-06-20 11:56:43.923341,18,45,808,1.000,59.28,58.50,72.50,1067.00,3.21,324,18.00,0.189,0.000011,0.000011,0.000011,0.000011,0.000009,0.000013,2.50,23.71,17.96,59.28,18.00
139,2025-06-20 11:56:43.923493,17,46,808,0.944,58.82,58.00,72.00,1000.00,3.29,306,18.00,0.188,0.000011,0.000011,0.000011,0.000010,0.000008,0.000012,2.71,21.74,17.57,58.82,18.00
140,2025-06-20 11:56:43.923646,17,79,808,1.000,58.32,57.50,71.50,991.50,3.29,306,18.00,0.187,0.000011,0.000011,0.000011,0.000009,0.000011,0.000012,4.65,12.55,10.23,58.32,18.00
141,2025-06-20 11:56:43.923819,17,78,808,1.000,57.82,57.00,71.00,983.00,3.29,306,18.00,0.187,0.000011,0.000011,0.000011,0.000010,0.000011,0.000013,4.59,12.60,10.36,57.82,18.00
142,2025-06-20 11:56:43.923967,17,76,808,1.000,57.32,56.50,70.50,974.50,3.29,306,18.00,0.186,0.000010,0.000011,0.000011,0.000010,0.000010,0.000012,4.47,12.82,10.63,57.32,18.00
143,2025-06-20 11:56:43.924119,17,75,808,1.000,56.82,56.00,70.00,966.00,3.29,306,18.00,0.185,0.000010,0.000011,0.000010,0.000010,0.000008,0.000012,4.41,12.88,10.77,56.82,18.00
144,2025-06-20 11:56:43.924281,17,68,808,1.000,56.32,55.50,69.50,957.50,3.29,306,18.00,0.185,0.000010,0.000011,0.000010,0.000009,0.000007,0.000012,4.00,14.08,11.88,56.32,18.00
145,2025-06-20 11:56:43.924441,18,63,809,1.059,62.83,55.00,182.00,1131.00,29.08,310,17.22,0.184,0.000010,0.000012,0.000010,0.000009,0.000006,0.000012,3.50,17.95,12.84,62.83,17.22
146,2025-06-20 11:56:43.924593,19,56,811,1.056,68.42,54.50,182.00,1300.00,38.32,315,16.58,0.184,0.000011,0.000012,0.000010,0.000010,0.000006,0.000012,2.95,23.21,14.48,68.42,16.58
147,2025-06-20 11:56:43.924751,19,53,813,1.000,67.50,54.00,177.50,1282.50,37.10,317,16.68,0.183,0.000011,0.000012,0.000010,0.000011,0.000006,0.000013,2.79,24.20,15.34,67.50,16.68
148,2025-06-20 11:56:43.924900,19,51,815,1.000,66.58,53.50,173.00,1265.00,35.87,319,16.79,0.183,0.000011,0.000012,0.000010,0.000011,0.000007,0.000012,2.68,24.80,15.98,66.58,16.79
149,2025-06-20 11:56:43.925052,19,46,817,1.000,65.66,53.00,168.50,1247.50,34.65,321,16.89,0.183,0.000011,0.000012,0.000010,0.000010,0.000009,0.000012,2.42,27.12,17.76,65.66,16.89
150,2025-06-20 11:56:43.925203,19,46,819,1.000,64.74,52.50,164.00,1230.00,33.43,323,17.00,0.182,0.000011,0.000012,0.000010,0.000009,0.000009,0.000012,2.42,26.74,17.80,64.74,17.00
151,2025-06-20 11:56:43.925352,19,46,821,1.000,63.82,52.00,159.50,1212.50,32.21,325,17.11,0.182,0.000011,0.000012,0.000010,0.000008,0.000009,0.000012,2.42,26.36,17.85,63.82,17.11
152,2025-06-20 11:56:43.925500,19,43,823,1.000,62.89,51.50,155.00,1195.00,30.99,327,17.21,0.182,0.000011,0.000012,0.000010,0.000009,0.000009,0.000013,2.26,27.79,19.14,62.89,17.21
153,2025-06-20 11:56:43.925651,19,43,825,1.000,61.97,51.00,150.50,1177.50,29.77,329,17.32,0.181,0.000011,0.000012,0.000011,0.000010,0.000009,0.000012,2.26,27.38,19.19,61.97,17.32
154,2025-06-20 11:56:43.925814,19,42,827,1.000,61.05,50.50,146.00,1160.00,28.54,331,17.42,0.181,0.000011,0.000012,0.000010,0.000011,0.000008,0.000013,2.21,27.62,19.69,61.05,17.42
155,2025-06-20 11:56:43.925963,18,42,829,0.947,60.69,50.00,141.50,1092.50,27.97,315,17.50,0.180,0.000011,0.000012,0.000011,0.000011,0.000007,0.000012,2.33,26.01,19.74,60.69,17.50
156,2025-06-20 11:56:43.926108,18,41,831,1.000,59.75,49.50,137.00,1075.50,26.72,317,17.61,0.180,0.000011,0.000012,0.000011,0.000011,0.000007,0.000012,2.28,26.23,20.27,59.75,17.61
157,2025-06-20 11:56:43.926259,16,40,833,0.889,60.03,49.00,132.50,960.50,26.77,283,17.69,0.180,0.000012,0.000013,0.000010,0.000010,0.000008,0.000012,2.50,24.01,20.82,60.03,17.69
158,2025-06-20 11:56:43.926406,16,39,835,1.000,59.03,48.50,128.00,944.50,25.45,285,17.81,0.179,0.000011,0.000013,0.000010,0.000009,0.000008,0.000012,2.44,24.22,21.41,59.03,17.81
159,2025-06-20 11:56:43.926556,15,40,837,0.938,58.70,48.00,123.50,880.50,24.79,269,17.93,0.179,0.000011,0.000013,0.000010,0.000008,0.000007,0.000012,2.67,22.01,20.93,58.70,17.93
160,2025-06-20 11:56:43.926708,14,64,838,0.933,58.68,47.50,119.00,821.50,24.78,252,18.00,0.179,0.000011,0.000013,0.000010,0.000009,0.000011,0.000012,4.57,12.84,13.09,58.68,18.00
161,2025-06-20 11:56:43.926869,14,64,838,1.000,58.18,47.00,118.50,814.50,24.78,252,18.00,0.178,0.000011,0.000013,0.000009,0.000010,0.000011,0.000013,4.57,12.73,13.09,58.18,18.00
162,2025-06-20 11:56:43.927020,13,65,838,0.929,58.54,46.50,118.00,761.00,25.52,234,18.00,0.177,0.000011,0.000013,0.000009,0.000010,0.000010,0.000013,5.00,11.71,12.89,58.54,18.00
163,2025-06-20 11:56:43.927171,11,62,838,0.846,60.23,46.00,117.50,662.50,27.17,198,18.00,0.177,0.000011,0.000015,0.000008,0.000011,0.000009,0.000014,5.64,10.69,13.52,60.23,18.00
164,2025-06-20 11:56:43.927318,9,60,838,0.818,62.89,45.50,117.00,566.00,29.11,162,18.00,0.176,0.000011,0.000015,0.000008,0.000011,0.000009,0.000014,6.67,9.43,13.97,62.89,18.00
165,2025-06-20 11:56:43.927462,9,60,838,1.000,62.39,45.00,116.50,561.50,29.11,162,18.00,0.175,0.000010,0.000015,0.000008,0.000010,0.000008,0.000014,6.67,9.36,13.97,62.39,18.00
166,2025-06-20 11:56:43.927611,7,59,838,0.778,66.86,44.50,116.00,468.00,31.28,126,18.00,0.175,0.000009,0.000016,0.000007,0.000010,0.000008,0.000013,8.43,7.93,14.20,66.86,18.00
167,2025-06-20 11:56:43.927771,7,59,838,1.000,66.36,44.00,115.50,464.50,31.28,126,18.00,0.174,0.000009,0.000016,0.000007,0.000010,0.000007,0.000012,8.43,7.87,14.20,66.36,18.00
168,2025-06-20 11:56:43.927919,6,54,838,0.857,69.58,43.50,115.00,417.50,32.32,108,18.00,0.173,0.000010,0.000016,0.000007,0.000011,0.000007,0.000012,9.00,7.73,15.52,69.58,18.00
169,2025-06-20 11:56:43.928065,5,49,838,0.833,74.30,43.00,114.50,371.50,33.02,90,18.00,0.173,0.000009,0.000015,0.000007,0.000012,0.000008,0.000013,9.80,7.58,17.10,74.30,18.00
170,2025-06-20 11:56:43.928210,5,43,838,1.000,73.80,42.50,114.00,369.00,33.02,90,18.00,0.172,0.000009,0.000015,0.000007,0.000011,0.000008,0.000013,8.60,8.58,19.49,73.80,18.00
171,2025-06-20 11:56:43.928353,4,42,838,0.800,81.12,42.00,113.50,324.50,32.50,72,18.00,0.172,0.000010,0.000017,0.000005,0.000011,0.000008,0.000013,10.50,7.73,19.95,81.12,18.00
172,2025-06-20 11:56:43.928496,3,41,838,0.750,93.67,55.50,113.00,281.00,26.99,54,18.00,0.171,0.000012,0.000017,0.000004,0.000010,0.000007,0.000013,13.67,6.85,20.44,93.67,18.00
173,2025-06-20 11:56:43.928637,3,36,838,1.000,93.17,55.00,112.50,279.50,26.99,54,18.00,0.170,0.000011,0.000017,0.000004,0.000009,0.000008,0.000013,12.00,7.76,23.28,93.17,18.00
174,2025-06-20 11:56:43.928787,3,34,838,1.000,92.67,54.50,112.00,278.00,26.99,54,18.00,0.170,0.000011,0.000017,0.000004,0.000009,0.000008,0.000013,11.33,8.18,24.65,92.67,18.00
175,2025-06-20 11:56:43.928930,3,32,838,1.000,92.17,54.00,111.50,276.50,26.99,54,18.00,0.169,0.000012,0.000016,0.000004,0.000009,0.000007,0.000013,10.67,8.64,26.19,92.17,18.00
176,2025-06-20 11:56:43.929075,3,30,838,1.000,91.67,53.50,111.00,275.00,26.99,54,18.00,0.169,0.000012,0.000017,0.000003,0.000009,0.000007,0.000013,10.00,9.17,27.93,91.67,18.00
177,2025-06-20 11:56:43.929219,3,28,838,1.000,91.17,53.00,110.50,273.50,26.99,54,18.00,0.168,0.000012,0.000017,0.000004,0.000008,0.000008,0.000013,9.33,9.77,29.93,91.17,18.00
178,2025-06-20 11:56:43.929369,3,28,838,1.000,90.67,52.50,110.00,272.00,26.99,54,18.00,0.167,0.000012,0.000017,0.000004,0.000010,0.000008,0.000012,9.33,9.71,29.93,90.67,18.00
179,2025-06-20 11:56:43.929511,3,25,838,1.000,90.17,52.00,109.50,270.50,26.99,54,18.00,0.167,0.000013,0.000017,0.000003,0.000011,0.000008,0.000013,8.33,10.82,33.52,90.17,18.00
180,2025-06-20 11:56:43.929663,3,48,838,1.000,89.67,51.50,109.00,269.00,26.99,54,18.00,0.166,0.000013,0.000017,0.000003,0.000009,0.000011,0.000011,16.00,5.60,17.46,89.67,18.00
181,2025-06-20 11:56:43.929842,3,49,838,1.000,89.17,51.00,108.50,267.50,26.99,54,18.00,0.166,0.000013,0.000017,0.000004,0.000009,0.000011,0.000012,16.33,5.46,17.10,89.17,18.00
182,2025-06-20 11:56:43.929990,3,49,838,1.000,88.67,50.50,108.00,266.00,26.99,54,18.00,0.165,0.000013,0.000017,0.000003,0.000009,0.000010,0.000012,16.33,5.43,17.10,88.67,18.00
183,2025-06-20 11:56:43.930133,3,48,838,1.000,88.17,50.00,107.50,264.50,26.99,54,18.00,0.164,0.000013,0.000018,0.000003,0.000011,0.000010,0.000012,16.00,5.51,17.46,88.17,18.00
184,2025-06-20 11:56:43.930274,3,47,838,1.000,87.67,49.50,107.00,263.00,26.99,54,18.00,0.164,0.000013,0.000018,0.000002,0.000011,0.000009,0.000012,15.67,5.60,17.83,87.67,18.00
185,2025-06-20 11:56:43.930417,3,45,838,1.000,87.17,49.00,106.50,261.50,26.99,54,18.00,0.163,0.000013,0.000018,0.000002,0.000011,0.000007,0.000012,15.00,5.81,18.62,87.17,18.00
186,2025-06-20 11:56:43.930561,3,40,838,1.000,86.67,48.50,106.00,260.00,26.99,54,18.00,0.163,0.000013,0.000018,0.000002,0.000010,0.000007,0.000012,13.33,6.50,20.95,86.67,18.00
187,2025-06-20 11:56:43.930706,2,38,838,0.667,105.25,105.00,105.50,210.50,0.25,36,18.00,0.162,0.000013,0.000019,0.000001,0.000010,0.000007,0.000013,19.00,5.54,22.05,105.25,18.00
188,2025-06-20 11:56:43.930854,2,35,838,1.000,104.75,104.50,105.00,209.50,0.25,36,18.00,0.161,0.000014,0.000019,0.000001,0.000010,0.000007,0.000013,17.50,5.99,23.94,104.75,18.00
189,2025-06-20 11:56:43.930998,2,35,838,1.000,104.25,104.00,104.50,208.50,0.25,36,18.00,0.161,0.000013,0.000018,0.000001,0.000009,0.000007,0.000014,17.50,5.96,23.94,104.25,18.00
190,2025-06-20 11:56:43.931138,2,36,838,1.000,103.75,103.50,104.00,207.50,0.25,36,18.00,0.160,0.000013,0.000018,0.000001,0.000010,0.000007,0.000013,18.00,5.76,23.28,103.75,18.00
191,2025-06-20 11:56:43.931280,2,33,838,1.000,103.25,103.00,103.50,206.50,0.25,36,18.00,0.160,0.000012,0.000018,0.000001,0.000010,0.000008,0.000013,16.50,6.26,25.39,103.25,18.00
192,2025-06-20 11:56:43.931423,2,34,838,1.000,102.75,102.50,103.00,205.50,0.25,36,18.00,0.159,0.000012,0.000018,0.000002,0.000011,0.000007,0.000012,17.00,6.04,24.65,102.75,18.00
193,2025-06-20 11:56:43.931569,2,33,838,1.000,102.25,102.00,102.50,204.50,0.25,36,18.00,0.159,0.000012,0.000017,0.000001,0.000011,0.000007,0.000011,16.50,6.20,25.39,102.25,18.00
194,2025-06-20 11:56:43.931709,2,32,838,1.000,101.75,101.50,102.00,203.50,0.25,36,18.00,0.158,0.000012,0.000017,0.000001,0.000010,0.000007,0.000012,16.00,6.36,26.19,101.75,18.00
195,2025-06-20 11:56:43.931863,2,32,838,1.000,101.25,101.00,101.50,202.50,0.25,36,18.00,0.157,0.000012,0.000017,0.000002,0.000010,0.000008,0.000012,16.00,6.33,26.19,101.25,18.00
196,2025-06-20 11:56:43.932004,2,33,838,1.000,100.75,100.50,101.00,201.50,0.25,36,18.00,0.157,0.000012,0.000018,0.000002,0.000010,0.000008,0.000013,16.50,6.11,25.39,100.75,18.00
197,2025-06-20 11:56:43.932144,2,31,838,1.000,100.25,100.00,100.50,200.50,0.25,36,18.00,0.156,0.000012,0.000017,0.000001,0.000010,0.000009,0.000013,15.50,6.47,27.03,100.25,18.00
198,2025-06-20 11:56:43.932282,2,31,838,1.000,99.75,99.50,100.00,199.50,0.25,36,18.00,0.156,0.000012,0.000018,0.000002,0.000010,0.000008,0.000013,15.50,6.44,27.03,99.75,18.00
199,2025-06-20 11:56:43.932423,2,29,838,1.000,99.25,99.00,99.50,198.50,0.25,36,18.00,0.155,0.000012,0.000017,0.000001,0.000011,0.000008,0.000013,14.50,6.84,28.90,99.25,18.00
200,2025-06-20 11:56:43.932569,2,53,838,1.000,98.75,98.50,99.00,197.50,0.25,36,18.00,0.155,0.000012,0.000017,0.000001,0.000011,0.000011,0.000012,26.50,3.73,15.81,98.75,18.00
201,2025-06-20 11:56:43.932714,2,52,838,1.000,98.25,98.00,98.50,196.50,0.25,36,18.00,0.154,0.000012,0.000018,0.000001,0.000011,0.000012,0.000013,26.00,3.78,16.12,98.25,18.00
202,2025-06-20 11:56:43.932866,2,52,838,1.000,97.75,97.50,98.00,195.50,0.25,36,18.00,0.153,0.000012,0.000018,0.000001,0.000010,0.000011,0.000013,26.00,3.76,16.12,97.75,18.00
203,2025-06-20 11:56:43.933010,2,50,838,1.000,97.25,97.00,97.50,194.50,0.25,36,18.00,0.153,0.000012,0.000018,0.000002,0.000009,0.000011,0.000013,25.00,3.89,16.76,97.25,18.00
204,2025-06-20 11:56:43.933153,2,49,838,1.000,96.75,96.50,97.00,193.50,0.25,36,18.00,0.152,0.000012,0.000018,0.000002,0.000010,0.000009,0.000012,24.50,3.95,17.10,96.75,18.00
205,2025-06-20 11:56:43.933298,2,50,838,1.000,96.25,96.00,96.50,192.50,0.25,36,18.00,0.152,0.000013,0.000018,0.000002,0.000010,0.000008,0.000013,25.00,3.85,16.76,96.25,18.00
206,2025-06-20 11:56:43.933442,2,43,838,1.000,95.75,95.50,96.00,191.50,0.25,36,18.00,0.151,0.000013,0.000018,0.000001,0.000010,0.000008,0.000013,21.50,4.45,19.49,95.75,18.00
207,2025-06-20 11:56:43.933583,2,41,838,1.000,95.25,95.00,95.50,190.50,0.25,36,18.00,0.151,0.000013,0.000018,0.000001,0.000011,0.000007,0.000013,20.50,4.65,20.44,95.25,18.00
208,2025-06-20 11:56:43.933734,2,36,838,1.000,94.75,94.50,95.00,189.50,0.25,36,18.00,0.150,0.000013,0.000019,0.000001,0.000010,0.000008,0.000013,18.00,5.26,23.28,94.75,18.00
209,2025-06-20 11:56:43.933881,2,35,838,1.000,94.25,94.00,94.50,188.50,0.25,36,18.00,0.150,0.000012,0.000019,0.000001,0.000009,0.000009,0.000013,17.50,5.39,23.94,94.25,18.00
210,2025-06-20 11:56:43.934025,2,34,838,1.000,93.75,93.50,94.00,187.50,0.25,36,18.00,0.149,0.000013,0.000019,0.000001,0.000008,0.000009,0.000013,17.00,5.51,24.65,93.75,18.00
211,2025-06-20 11:56:43.934170,2,34,838,1.000,93.25,93.00,93.50,186.50,0.25,36,18.00,0.149,0.000013,0.000019,0.000001,0.000008,0.000008,0.000012,17.00,5.49,24.65,93.25,18.00
212,2025-06-20 11:56:43.934312,2,34,838,1.000,92.75,92.50,93.00,185.50,0.25,36,18.00,0.148,0.000012,0.000019,0.000001,0.000009,0.000007,0.000011,17.00,5.46,24.65,92.75,18.00
213,2025-06-20 11:56:43.934453,2,33,838,1.000,92.25,92.00,92.50,184.50,0.25,36,18.00,0.147,0.000012,0.000019,0.000002,0.000010,0.000007,0.000012,16.50,5.59,25.39,92.25,18.00
214,2025-06-20 11:56:43.934592,2,31,838,1.000,91.75,91.50,92.00,183.50,0.25,36,18.00,0.147,0.000013,0.000019,0.000002,0.000010,0.000007,0.000012,15.50,5.92,27.03,91.75,18.00
215,2025-06-20 11:56:43.934737,2,30,838,1.000,91.25,91.00,91.50,182.50,0.25,36,18.00,0.146,0.000013,0.000019,0.000003,0.000010,0.000006,0.000013,15.00,6.08,27.93,91.25,18.00
216,2025-06-20 11:56:43.934878,2,29,838,1.000,90.75,90.50,91.00,181.50,0.25,36,18.00,0.146,0.000012,0.000019,0.000003,0.000011,0.000007,0.000013,14.50,6.26,28.90,90.75,18.00
217,2025-06-20 11:56:43.935014,2,27,838,1.000,90.25,90.00,90.50,180.50,0.25,36,18.00,0.145,0.000013,0.000018,0.000002,0.000012,0.000008,0.000012,13.50,6.69,31.04,90.25,18.00
218,2025-06-20 11:56:43.935153,2,26,838,1.000,89.75,89.50,90.00,179.50,0.25,36,18.00,0.145,0.000012,0.000018,0.000003,0.000010,0.000008,0.000012,13.00,6.90,32.23,89.75,18.00
219,2025-06-20 11:56:43.935291,2,26,838,1.000,89.25,89.00,89.50,178.50,0.25,36,18.00,0.144,0.000012,0.000018,0.000002,0.000008,0.000009,0.000013,13.00,6.87,32.23,89.25,18.00
220,2025-06-20 11:56:43.935436,2,49,838,1.000,88.75,88.50,89.00,177.50,0.25,36,18.00,0.144,0.000012,0.000018,0.000003,0.000009,0.000012,0.000012,24.50,3.62,17.10,88.75,18.00
221,2025-06-20 11:56:43.935578,2,48,838,1.000,88.25,88.00,88.50,176.50,0.25,36,18.00,0.143,0.000011,0.000018,0.000003,0.000009,0.000012,0.000013,24.00,3.68,17.46,88.25,18.00
222,2025-06-20 11:56:43.935718,2,48,838,1.000,87.75,87.50,88.00,175.50,0.25,36,18.00,0.143,0.000012,0.000019,0.000003,0.000011,0.000011,0.000014,24.00,3.66,17.46,87.75,18.00
223,2025-06-20 11:56:43.935870,2,48,838,1.000,87.25,87.00,87.50,174.50,0.25,36,18.00,0.142,0.000011,0.000019,0.000003,0.000011,0.000010,0.000013,24.00,3.64,17.46,87.25,18.00
224,2025-06-20 11:56:43.936010,2,48,838,1.000,86.75,86.50,87.00,173.50,0.25,36,18.00,0.142,0.000011,0.000018,0.000003,0.000011,0.000009,0.000012,24.00,3.61,17.46,86.75,18.00
225,2025-06-20 11:56:43.936152,2,48,838,1.000,86.25,86.00,86.50,172.50,0.25,36,18.00,0.141,0.000010,0.000018,0.000002,0.000010,0.000007,0.000012,24.00,3.59,17.46,86.25,18.00
226,2025-06-20 11:56:43.936298,2,46,838,1.000,85.75,85.50,86.00,171.50,0.25,36,18.00,0.141,0.000011,0.000018,0.000002,0.000009,0.000007,0.000012,23.00,3.73,18.22,85.75,18.00
227,2025-06-20 11:56:43.936437,2,46,838,1.000,85.25,85.00,85.50,170.50,0.25,36,18.00,0.140,0.000011,0.000018,0.000003,0.000009,0.000007,0.000012,23.00,3.71,18.22,85.25,18.00
228,2025-06-20 11:56:43.936577,2,43,838,1.000,84.75,84.50,85.00,169.50,0.25,36,18.00,0.140,0.000011,0.000017,0.000003,0.000010,0.000007,0.000011,21.50,3.94,19.49,84.75,18.00
229,2025-06-20 11:56:43.936720,2,41,838,1.000,84.25,84.00,84.50,168.50,0.25,36,18.00,0.139,0.000012,0.000018,0.000003,0.000011,0.000007,0.000013,20.50,4.11,20.44,84.25,18.00
230,2025-06-20 11:56:43.936869,2,39,838,1.000,83.75,83.50,84.00,167.50,0.25,36,18.00,0.139,0.000012,0.000018,0.000004,0.000010,0.000007,0.000012,19.50,4.29,21.49,83.75,18.00
231,2025-06-20 11:56:43.937009,2,38,838,1.000,83.25,83.00,83.50,166.50,0.25,36,18.00,0.138,0.000012,0.000018,0.000004,0.000010,0.000007,0.000013,19.00,4.38,22.05,83.25,18.00
232,2025-06-20 11:56:43.937149,2,37,838,1.000,82.75,82.50,83.00,165.50,0.25,36,18.00,0.138,0.000011,0.000018,0.000005,0.000010,0.000007,0.000013,18.50,4.47,22.65,82.75,18.00
233,2025-06-20 11:56:43.937291,2,36,838,1.000,82.25,82.00,82.50,164.50,0.25,36,18.00,0.137,0.000011,0.000018,0.000006,0.000011,0.000007,0.000013,18.00,4.57,23.28,82.25,18.00
234,2025-06-20 11:56:43.937430,2,31,838,1.000,81.75,81.50,82.00,163.50,0.25,36,18.00,0.137,0.000012,0.000017,0.000005,0.000011,0.000008,0.000013,15.50,5.27,27.03,81.75,18.00
235,2025-06-20 11:56:43.937569,2,31,838,1.000,81.25,81.00,81.50,162.50,0.25,36,18.00,0.136,0.000012,0.000017,0.000005,0.000012,0.000007,0.000014,15.50,5.24,27.03,81.25,18.00
236,2025-06-20 11:56:43.937707,2,32,838,1.000,80.75,80.50,81.00,161.50,0.25,36,18.00,0.136,0.000013,0.000018,0.000005,0.000012,0.000008,0.000012,16.00,5.05,26.19,80.75,18.00
237,2025-06-20 11:56:43.937858,2,30,838,1.000,80.25,80.00,80.50,160.50,0.25,36,18.00,0.135,0.000013,0.000017,0.000005,0.000011,0.000008,0.000012,15.00,5.35,27.93,80.25,18.00
238,2025-06-20 11:56:43.938001,1,30,838,0.500,79.50,79.50,79.50,79.50,0.00,18,18.00,0.135,0.000016,0.000016,0.000000,0.000011,0.000008,0.000013,30.00,2.65,27.93,79.50,18.00
239,2025-06-20 11:56:43.938141,1,31,838,1.000,79.00,79.00,79.00,79.00,0.00,18,18.00,0.134,0.000016,0.000017,0.000000,0.000010,0.000008,0.000013,31.00,2.55,27.03,79.00,18.00
240,2025-06-20 11:56:43.938284,1,54,838,1.000,78.50,78.50,78.50,78.50,0.00,18,18.00,0.134,0.000016,0.000016,0.000000,0.000009,0.000011,0.000011,54.00,1.45,15.52,78.50,18.00
241,2025-06-20 11:56:43.938426,1,54,838,1.000,78.00,78.00,78.00,78.00,0.00,18,18.00,0.133,0.000016,0.000016,0.000000,0.000009,0.000011,0.000012,54.00,1.44,15.52,78.00,18.00
242,2025-06-20 11:56:43.938568,1,55,838,1.000,77.50,77.50,77.50,77.50,0.00,18,18.00,0.133,0.000016,0.000016,0.000000,0.000010,0.000009,0.000012,55.00,1.41,15.24,77.50,18.00
243,2025-06-20 11:56:43.938707,1,51,838,1.000,77.00,77.00,77.00,77.00,0.00,18,18.00,0.132,0.000016,0.000016,0.000000,0.000010,0.000009,0.000012,51.00,1.51,16.43,77.00,18.00
244,2025-06-20 11:56:43.938894,1,49,838,1.000,76.50,76.50,76.50,76.50,0.00,18,18.00,0.132,0.000017,0.000016,0.000000,0.000010,0.000008,0.000013,49.00,1.56,17.10,76.50,18.00
245,2025-06-20 11:56:43.939044,1,49,838,1.000,76.00,76.00,76.00,76.00,0.00,18,18.00,0.131,0.000017,0.000015,0.000000,0.000010,0.000008,0.000013,49.00,1.55,17.10,76.00,18.00
246,2025-06-20 11:56:43.939231,1,48,838,1.000,75.50,75.50,75.50,75.50,0.00,18,18.00,0.131,0.000017,0.000016,0.000000,0.000010,0.000008,0.000013,48.00,1.57,17.46,75.50,18.00
247,2025-06-20 11:56:43.939409,1,48,838,1.000,75.00,75.00,75.00,75.00,0.00,18,18.00,0.130,0.000017,0.000015,0.000000,0.000009,0.000008,0.000012,48.00,1.56,17.46,75.00,18.00
248,2025-06-20 11:56:43.939560,1,47,838,1.000,74.50,74.50,74.50,74.50,0.00,18,18.00,0.130,0.000017,0.000016,0.000000,0.000008,0.000008,0.000011,47.00,1.59,17.83,74.50,18.00
